biome_lineage,biome_name,sample_accession,host_scientific_name,run_accession,experiment_type
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327178,,SRR3209230,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327177,,SRR3209231,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327175,,SRR3209232,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327174,,SRR3209233,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327173,,SRR3209234,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327172,,SRR3209235,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327185,,SRR3209237,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327184,,SRR3209238,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327184,,SRR3209594,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327183,,SRR3209239,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327183,,SRR3209633,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327182,,SRR3209240,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327181,,SRR3209241,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327180,,SRR3209242,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327192,,SRR3209243,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327191,,SRR3209244,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327190,,SRR3209245,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327189,,SRR3209247,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327188,,SRR3209248,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327187,,SRR3209249,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327186,,SRR3209250,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327204,,SRR3209251,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327204,,SRR3209634,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327203,,SRR3209252,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327202,,SRR3209253,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327201,,SRR3209254,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327200,,SRR3209255,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327199,,SRR3209256,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327210,,SRR3209263,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327209,,SRR3209264,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327208,,SRR3209265,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327207,,SRR3209266,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327206,,SRR3209267,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327205,,SRR3209268,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327205,,SRR3209635,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327216,,SRR3209269,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327215,,SRR3209270,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327214,,SRR3209271,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327213,,SRR3209272,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327212,,SRR3209273,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327211,,SRR3209275,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327222,,SRR3209276,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327221,,SRR3209277,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327220,,SRR3209278,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327219,,SRR3209279,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327218,,SRR3209280,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327218,,SRR3209636,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327217,,SRR3209281,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327227,,SRR3209282,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327228,,SRR3209283,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327226,,SRR3209284,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327225,,SRR3209285,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327224,,SRR3209286,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327223,,SRR3209287,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327234,,SRR3209288,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327233,,SRR3209289,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327232,,SRR3209290,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327230,,SRR3209291,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327230,,SRR3209637,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327229,,SRR3209292,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327238,,SRR3209294,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327237,,SRR3209297,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327236,,SRR3209298,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327235,,SRR3209299,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327245,,SRR3209300,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327244,,SRR3209301,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327243,,SRR3209302,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327242,,SRR3209303,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327242,,SRR3209638,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327241,,SRR3209304,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327240,,SRR3209305,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327251,,SRR3209474,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327250,,SRR3209475,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327248,,SRR3209476,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327247,,SRR3209477,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327249,,SRR3209478,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327246,,SRR3209479,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327257,,SRR3209480,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327256,,SRR3209481,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327255,,SRR3209482,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327255,,SRR3209639,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327254,,SRR3209483,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327253,,SRR3209484,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327252,,SRR3209485,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327263,,SRR3209486,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327262,,SRR3209487,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327261,,SRR3209488,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327260,,SRR3209489,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327259,,SRR3209490,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327258,,SRR3209491,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327270,,SRR3209492,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327269,,SRR3209493,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327269,,SRR3209641,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327268,,SRR3209494,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327267,,SRR3209495,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327266,,SRR3209496,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327265,,SRR3209497,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327264,,SRR3209498,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327276,,SRR3209499,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327275,,SRR3209500,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327274,,SRR3209501,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327273,,SRR3209502,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327272,,SRR3209503,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327271,,SRR3209504,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327271,,SRR3209642,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327282,,SRR3209505,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327281,,SRR3209506,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327280,,SRR3209507,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327279,,SRR3209508,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327278,,SRR3209509,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327277,,SRR3209510,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327294,,SRR3209511,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327293,,SRR3209512,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327292,,SRR3209513,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327291,,SRR3209514,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327290,,SRR3209515,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327290,,SRR3209643,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327289,,SRR3209516,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327288,,SRR3209517,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327287,,SRR3209518,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327286,,SRR3209519,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327285,,SRR3209520,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327284,,SRR3209521,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327300,,SRR3209523,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327299,,SRR3209524,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327283,,SRR3209522,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327297,,SRR3209525,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327298,,SRR3209526,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327296,,SRR3209527,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327296,,SRR3209645,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327295,,SRR3209528,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327307,,SRR3209529,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327306,,SRR3209530,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327305,,SRR3209531,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327304,,SRR3209532,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327303,,SRR3209533,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327302,,SRR3209534,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327301,,SRR3209539,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327312,,SRR3209540,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327311,,SRR3209541,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327310,,SRR3209542,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327310,,SRR3209646,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327309,,SRR3209543,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327308,,SRR3209544,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327349,,SRR3209545,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327316,,SRR3209580,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327315,,SRR3209582,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327314,,SRR3209583,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327313,,SRR3209584,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327355,,SRR3209585,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327354,,SRR3209586,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327354,,SRR3209647,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327353,,SRR3209587,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327351,,SRR3209589,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327350,,SRR3209590,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327352,,SRR3209588,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327357,,SRR3209595,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327357,,SRR3209686,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327356,,SRR3209596,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327356,,SRR3209698,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327361,,SRR3209599,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327361,,SRR3209648,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327360,,SRR3209600,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327360,,SRR3209710,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327359,,SRR3209601,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327359,,SRR3209723,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327358,,SRR3209602,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327358,,SRR3209734,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327368,,SRR3209611,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327368,,SRR3209649,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327369,,SRR3209628,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327369,,SRR3209650,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327370,,SRR3209640,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327370,,SRR3209651,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327375,,SRR3209653,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327375,,SRR3209654,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327374,,SRR3209655,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327374,,SRR3209664,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327373,,SRR3209656,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327373,,SRR3209676,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327372,,SRR3209657,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327372,,SRR3209687,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327371,,SRR3209658,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327371,,SRR3209688,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327380,,SRR3209659,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327380,,SRR3209689,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327379,,SRR3209660,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327379,,SRR3209690,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327378,,SRR3209661,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327378,,SRR3209691,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327377,,SRR3209662,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327377,,SRR3209693,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327376,,SRR3209663,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327376,,SRR3209694,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327387,,SRR3209666,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327387,,SRR3209695,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327385,,SRR3209668,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327385,,SRR3209697,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327386,,SRR3209667,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327386,,SRR3209696,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327384,,SRR3209669,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327384,,SRR3209699,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327383,,SRR3209670,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327383,,SRR3209700,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327382,,SRR3209671,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327382,,SRR3209701,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327381,,SRR3209672,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327381,,SRR3209702,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327392,,SRR3209673,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS1327392,,SRR3209703,amplicon
